locationName,centerType,address1,address2,city,state,zip,phoneNumber,phoneExtension,websiteUrl,latitude,longitude
OU Health – Stephenson Cancer Center in OKC,hospital-based,800 NE 10th St,,Oklahoma City,OK,73104,405-271-8001,,https://www.ouhealth.com/find-a-location/ou-health-stephenson-cancer-center/,35.477308,-97.497484
ST. FRANCIS CANCER CENTER,hospital-based,11212 E 48th St,,Tulsa,OK,74146,918 556-3000,,,36.092867,-95.852934
OKLAHOMA CANCER SPECIALIST RESEARCH INSTITUTE,stand-alone imaging center,12697 East 51ST ST South,,Tulsa,OK,74146,918-505-3200,,https://ocsri.org/locations/ocsri-tulsa/,36.091423,-95.836217
PET IMAGING OF TULSA ION,stand-alone imaging center,6711 S. Yale,Suite 104,Tulsa,OK,74136,918-523-7200,,https://petimaging.us/,36.066019,-95.921435
GenesisCare - Muskogee,stand-alone imaging center,301 N 32nd St,,Muskogee,OK,74401,,,https://www.genesiscare.com/us/our-locations/muskogee-lr5/,35.758362,-95.403027
Comanche County Memorial Hospital,hospital-based,3401 W Gore Blvd,,Lawton,OK,73505,580 355-8620,,https://www.ccmhhealth.com/,34.609365,-98.434525
Asante Heimann Cancer Center,hospital-based,3011 East Barnett RD,,Medford,OR,97504,541-789-4673,,https://www.asante.org,42.318087,-122.825687
Legacy Meridian Park Medical Center,hospital-based,19260 SW 65th Ave,,Tualatin,OR,97062,,,https://www.legacyhealth.org/doctors-and-locations/hospitals/legacy-meridian-park-medical-center,45.378709,-122.743038
Compass Oncology - West,stand-alone imaging center,12123 SW 69th Ave,,Tigard,OR,97223,,,https://www.compassoncology.com/locations-physicians/locations/west-cancer-center?utm_campaign=Rio-Listings&utm_source=local-listings&utm_medium=googl,45.432682,-122.748152
Providence St. Vincent Medical Center,hospital-based,9205 SW Barnes Rd,,Portland,OR,97225,,,https://www.providence.org/locations/or/st-vincent-medical-center/family-maternity-center?y_source=1_OTU3NjM5Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#llai,45.510153,-122.771881
VA Portland Health Care System,hospital-based,3710 SW US Veterans Hospital Rd,,Portland,OR,97239,503 220-8262,,,45.496528,-122.683036
OHSU KNIGHT CANCER INSTITUTE,hospital-based,3181 SW Sam Jackson Park Rd,,Portland,OR,97239,503-494-8468,,https://www.ohsu.edu/,45.498368,-122.685346
OHSU - Lamfrom,hospital-based,3215 SW Pavilion Loop,,Portland,OR,97239,,,https://www.ohsu.edu/visit/lamfrom-biomedical-research-building?utm_source=gmb&utm_medium=organic&utm_content=building-lamfrom-marquamhill,45.500523,-122.686375
Legacy--Good Samaritan,hospital-based,1015 NW 22nd Ave,,Portland,OR,97210,503-413-7155,,https://www.legacyhealth.org/doctors-and-locations/hospitals/legacy-good-samaritan-medical-center?utm_campaign=website-link&utm_medium=organic&utm_sou,45.530092,-122.697588
Providence Portland Medical Center,hospital-based,4805 NE Glisan St,,Portland,OR,97213,,,https://www.providence.org/locations/or/portland-medical-center?y_source=1_OTU3NjMxMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#llaid=5719,45.527387,-122.613666
Alliance - 24920 - Portland Adventist Medical Cent,hospital-based,0201 SE Main St,Building 3,Portland,OR,97216,503-261-4460,,https://www.adventisthealth.org/locations/adventist-health-portland-professional-building-/,45.514047,-122.559705
Portland Adventist Medical Center,hospital-based,10201 SE Main St,Building 3,Portlan,OR,97216,503-261-4460,,https://www.adventisthealth.org/locations/adventist-health-primary-care-portland/,45.514643,-122.55818
Brinton Lake Imaging,hospital-based,500 Evergreen Dr,,Glen Mills,PA,19342,,,https://www.crozerhealth.org/locations/practices/imaging/brinton-lake-imaging/,39.888011,-75.531764
WellSpan Gettysburg Hospital,hospital-based,147 Gettys St,,Gettysburg,PA,17325,,,https://www.wellspan.org/offices-locations/wellspan-gettysburg-hospital/,39.824416,-77.235486
WellSpan Chambersburg,hospital-based,112 N 7th St,,Chambersburg,PA,17201,717 267-3000,,https://www.wellspan.org/offices-locations/wellspan-chambersburg-hospital/,39.934407,-77.646056
Mountain View Medical Park,stand-alone imaging center,200 Village Dr,C,Greensburg,PA,15601,,,https://www.excelahealth.org/locations/mountain-view-medical-park/,40.292904,-79.461408
CONEMAUGH MEMORIAL MEDICAL CENTER,hospital-based,1086 Franklin St,,Johnstown,PA,15905,814-534-5258,,https://www.conemaugh.org/directory-search/find-a-location/conemaugh-memorial-medical-center-family-medical-center,40.30471,-78.918702
UPMC - JOHN P MURTHA REG CANCER CENT,hospital-based,337 Somerset St,,Johnstown,PA,15901,814-533-0106,,https://hillman.upmc.com/find/locations/john-murtha-johnstown-pa,40.321754,-78.921648
Jefferson Regional Medical Center,hospital-based,565 Coal Valley Rd,,Jefferson Hills,PA,15025,412 469-5000,,https://www.ahn.org/locations/hospitals/jefferson,40.317206,-79.933786
WPAHS Forbes Regional Hospital,hospital-based,2570 Haymaker Rd,,Monroeville,PA,15146,,,https://www.ahn.org/locations.html/?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=6460460726424627111,40.428583,-79.747988
UPMC Washington Hospital,hospital-based,155 Wilson Ave,,Washington,PA,15301,,,,40.183117,-80.246246
Satish A Shah Md Pc,hospital-based,20 Expedition Trail # 101,,Gettysburg,PA,17325,,,,39.845176,-77.185807
MAIN LINE HEALTH AT NEW TOWN SQUARE,hospital-based,3855  West Chester Pike,,New Town Square,PA,19073,484-337-2200,,https://www.mainlinehealth.org/specialties/diagnostic-radiology,39.987137,-75.410345
UPMC Hanover,hospital-based,300 Highland Ave,,Hanover,PA,17331,,,,39.808568,-76.982938
Lancaster General Hospital,hospital-based,555 N Duke St,,Lancaster,PA,17602,,,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/lancaster-general-hospital?y_source=1_ODM2OTcwMy03MTUtbG9jYXRpb,40.047027,-76.304023
UPMC Altoona,hospital-based,800 Howard Ave,Suite 1,Altoona,PA,16601,,,https://hillman.upmc.com/find/locations/altoona-medical-oncology,40.520574,-78.399953
Lancaster General Hospital,hospital-based,2100 Harrisburg Pike,,Lancaster,PA,17601,717 544-3000,,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/suburban-pavilion,40.065581,-76.355391
WELLSPAN YORK HOSPITAL,hospital-based,37  Monument Rd,Suite 101,York,PA,17403,717-812-4801,,https://www.wellspan.org/offices-locations/wellspan-imaging-apple-hill-health-campus/,39.925103,-76.718778
VA Medical Center of Philadelphia,hospital-based,3900 Woodland Ave,,Philadelphia,PA,19104,215-823-5865,,https://www.va.gov/philadelphia-health-care/,39.947982,-75.200135
University of Pennsylvania,hospital-based,3400 Spruce St,,Philadelphia,PA,19104,,,https://www.pennmedicine.org/for-patients-and-visitors/penn-medicine-locations/hospital-of-the-university-of-pennsylvania?y_source=1_NDE5ODI4Ny03MTUtb,39.950245,-75.193721
St. Clair Hospital,hospital-based,1000 Bower Hill Rd,,Pittsburgh,PA,15243,,,https://www.stclair.org/,40.378099,-80.06661
UPMC YORK,hospital-based,1703 Innovation Dr,,York,PA,17408,717-815-2351,3,https://www.upmc.com/locations/outpatient/south-central-pa/york,39.981638,-76.768954
Indiana Regional Medical Center,hospital-based,835 Hospital Rd,,Indiana,PA,15701,724 357-7000,,,40.607508,-79.156441
Penn Hospital Medicine - Pennsylvania Hospital,hospital-based,800 Spruce St,,Philadelphia,PA,19107,,,,39.945832,-75.154888
JEFFERSON OUTPATIENT IMAGING,hospital-based,850 Walnut St,,Philadelphia,PA,19107,215-503-8239,,https://hospitals.jefferson.edu/find-a-location/locations/joi-850-walnut-street.html,39.947986,-75.155394
Temple Northeastern Campus,hospital-based,2301 E Allegheny Ave,,Philadelphia,PA,19134,,,,39.989837,-75.105826
Fox Chase Cancer Center,hospital-based,333 Cottman Ave,,Philadelphia,PA,19111,215-728-2600,,https://www.foxchase.org/locations/fox-chase-cancer-center-main-campus?utm_source=google&utm_medium=organic,40.066976,-75.092711
ADLER INSTITUTE FOR ADVANCED IMAGING,stand-alone imaging center,261 Old York Rd,,Jenkintown,PA,19046,215-935-0030,,https://www.adlerimaging.com/,40.090334,-75.124346
St. Mary Medical Center,hospital-based,1201 Langhorne Newtown Rd,,Langhorne,PA,19047,,,https://www.trinityhealthma.org/location/st-mary-medical-center,40.202123,-74.922202
MCAMI,hospital-based,2701 Blair Mill Rd,,Willow Grove,PA,19090,215-481-3377,,https://www.abingtonhealth.org/our-locations/abington-jefferson-health-willow-grove/,40.165238,-75.132008
ALLIANCE-26781-DOYLESTOWN HOSPITAL,hospital-based,599 West State St,,Doylestown,PA,18901,304-771-1262,,https://alliancecancer.com/location/the-cancer-institute-at-doylestown-hospital/,40.306642,-75.147341
LEHIGH VALLEY HECKTOWN,hospital-based,3780 Hecktown Rd,,Easton,PA,18045,610-402-4200,1,https://www.lvhn.org/locations/lehigh-valley-hospital-hecktown-oaks,40.696799,-75.283678
St. Luke's North Medical Center,stand-alone imaging center,153 Brodhead Rd,,Bethlehem,PA,18017,,,https://findalocation.slhn.org/details/976,40.673191,-75.383936
St. Luke's Hospital - Sacred Heart Campus,hospital-based,421 W Chew St,,Allentown,PA,18102,,,https://findalocation.slhn.org/details/11047,40.608518,-75.468025
LEHIGH VALLEY CEDAR CREST,hospital-based,1230 S Cedar Crest Blvd,,Allentown,PA,18103,610-402-4200,1,https://www.lvhn.org/locations/imaging-services-1230-cedar-crest,40.56605,-75.521384
POCONO MEDICAL CENTER,hospital-based,206 East Brown St,,East Stroudsburg,PA,18301,570-422-1717,,https://www.lvhn.org/locations/lehigh-valley-hospital-pocono,40.992853,-75.175332
Geisinger at Viewpoint Imaging,hospital-based,5 Morgan Hwy,,Scranton,PA,18508,570 558-7400,,https://locations.geisinger.org/details.cfm?id=174&utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,41.444704,-75.674719
Wilkes-Barre VA Medical Center,hospital-based,1111 East End Blvd,,Wilkes-Barre,PA,18711,570 824-3521,,,41.248423,-75.835238
Wilkes-Barre General Hospital,hospital-based,468 Northhampton St,Suite 2,Kingston,PA,18704,,,https://www.commonwealthhealth.net/our-services,41.256022,-75.897962
UPMC WILLIAMSPORT,hospital-based,700 High St,,Williamsport,PA,17701,570-321-2400,,https://www.upmc.com/locations/hospitals/williamsport,41.246694,-77.015119
Geisinger Health System - Grays Wood,hospital-based,132 Abigail Ln,,Port Matilda,PA,16870,800 230-4565,,https://locations.geisinger.org/details.cfm?id=102&utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyruus_brandify,40.815152,-77.941929
Geisinger Medical Center,hospital-based,100 N Academy Ave,,Danville,PA,17822,,,https://www.geisinger.org/patient-care/find-a-location/geisinger-medical-center?utm_source=gmb&utm_medium=web&utm_term=&utm_content=&utm_campaign=kyru,40.968444,-76.600703
Saint Vincent Medical Oncology,hospital-based,2508 Myrtle St,,Erie,PA,16502,,,https://www.ahn.org/locations.html/?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=5670,42.110788,-80.081068
UPMC @ REGIONAL CANCER CENTER,stand-alone imaging center,2500 West Twelfth St,,Erie,PA,16505,814-836-2642,,https://hillman.upmc.com/find/locations/erie-pa-medical,42.103814,-80.137014
UPMC HORIZON-GREENVILLE HOSP,hospital-based,110 North Main St,,Greenville,PA,16125,,,,41.411727,-80.373151
UPMC Horizon - Shenango Valley,hospital-based,2200 Memorial Dr,,Farrell,PA,16121,,,,41.210311,-80.469492
HERSHEY MEDICAL CENTER,hospital-based,500 University Dr,,Hershey,PA,17033,717-531-3799,,http://hmc.pennstatehealth.org/,40.262241,-76.678719
UPMC HARRISBURG,stand-alone imaging center,4518 Union Deposti Rd,,Harrisburg,PA,17011,717-960-3317,,https://www.upmc.com/services/south-central-pa/imaging/locations/harrisburg/union-deposit-rd,40.280538,-76.806814
Lebanon VA Medical Center,hospital-based,1700 S Lincoln Ave,,Lebanon,PA,17042,717 272-6621,,,40.311569,-76.406464
UPMC PINNACLE MECHANICSBURG,hospital-based,2015  Technology Pkwy,,Mechanicsburg,PA,17050,717-230-3700,,https://www.upmc.com/locations/outpatient/south-central-pa/mechanicsburg/2015-technology-pkwy,40.284125,-76.974607
UPMC CC @ Natrona Heights,hospital-based,1604 Burtner Rd,,Natrona Heights,PA,15065,800 533-8762,,https://www.upmc.com/locations/outpatient/southwest-pa/natrona-heights/burtner-rd,40.630975,-79.727294
UPMC HILLMAN CANCER CENTER,hospital-based,5115  Centre Ave,,Pittsburgh,PA,15224,412-623-3357,,https://hillman.upmc.com/find/locations/hillman-cancer-center-pittsburgh-pa,40.455347,-79.94266
Geisinger Lewistown Hospital,hospital-based,400 Highland Ave Ext,,Lewistown,PA,17044,717 248-5411,,,40.618025,-77.566912
UPMC / Heritage Valley Cancer Center - Beaver,hospital-based,1000 Dutch Ridge Rd,,Beaver,PA,15009,,,https://www.heritagevalley.org/,40.71214,-80.322183
Allegheny General Hospital,hospital-based,320 E. North Ave,,Pittsburg,PA,15212,412-359-3492,,https://www.ahn.org/locations.html/?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=990940636204059272,40.457032,-80.00337
UPMC MAGEE - WOMENS HOSPITAL,hospital-based,300 Halket St,,Pittsburgh,PA,15213,412-641-8080,,https://www.upmc.com/locations/hospitals/magee,40.436966,-79.960805
VA PITTSBURGH HEALTHCARE SYSTEM,hospital-based,University Drive C,,Pittsburgh,PA,15240,866-482-7488,2,https://www.va.gov/pittsburgh-health-care/locations/pittsburgh-va-medical-center-university-drive/,40.445216,-79.960028
Rhode Island Hospital,hospital-based,593 Eddy St,,Providence,RI,2903,,,https://www.lifespan.org/locations/rhode-island-hospital,41.811334,-71.408932
Methodist Richardson Medical Center,hospital-based,2831 E President George Bush Hwy,,Richardson,RI,75082,,,,32.995734,-96.666323
MUSC Health Florence Medical Center,hospital-based,805 PAMPLICO HIGHWAY,,Florence,SC,29505,843 674-5000,,,34.160097,-79.75201
Trident Medical Center,hospital-based,9313 Medical Plaza Dr,#101,North Charleston,SC,29406,,,https://tridenthealthsystem.com/locations/trident-medical-center/,32.977833,-80.075242
MEDICAL UNIVERSITY OF SOUTH CAROLINA,hospital-based,171 ASHLEY AVE,Suite 390 PETCT,Charleston,SC,29425,843-792-1607,,https://locations.muschealth.org/sc/charleston/171-ashley-ave-room-327?utm_source=Yext&utm_medium=Listings&utm_campaign=WebsiteClicksFacility,32.785286,-79.947406
Ralph H. Johnson VA Medical Center,hospital-based,109 Bee St,,Charleston,SC,29401,,,https://www.va.gov/charleston-health-care/,32.78412,-79.954069
ROPER ST FRANCIS CANCER CENTER,stand-alone imaging center,2085 Henry Tecklenburg Dr,,Charleston,SC,29414,843-402-1000,,https://www.rsfh.com/locations/cancer-center/,32.809641,-80.041463
MUSC Health Lancaster Medical Center,hospital-based,800 W Meeting St,,Lancaster,SC,29720,803 286-1214,,,34.717607,-80.787879
AnMed Health North Campus,stand-alone imaging center,2000 E Greenville St,,Anderson,SC,29621,,,https://anmedhealth.org/locations/north-campus,34.545556,-82.629014
Prisma Health Greenville Memorial,hospital-based,701 Grove Rd,,Greenville,SC,29605,864-455-3068,,https://prismahealth.org/locations/hospitals/prisma-health-greenville-memorial-hospital?utm_source=gmb&utm_medium=Yext,34.819044,-82.412967
St. Francis Cancer Center,hospital-based,104 Innovation Dr,,Greenville,SC,29607,864 603-6200,,https://www.bonsecours.com/locations/specialty-locations/cancer-care-oncology/st-francis-cancer-center?utm_source=local-listings&utm_medium=organic&ut,34.805609,-82.316107
Pelham Medical Center,hospital-based,2755 SC-14,,Greer,SC,29650,,,https://www.spartanburgob.com/,34.862282,-82.22055
Spartanburg Medical Center,hospital-based,101 E Wood St,,Spartanburg,SC,29303,,,https://www.spartanburgregional.com/locations/spartanburg-medical-center/,34.96676,-81.939538
Bluffton Medical Campus,hospital-based,75 Baylor Dr,,Bluffton,SC,29910,843 836-4262,,https://www.hiltonheadregional.com/services/diagnostic-imaging,32.278353,-80.874532
Prisma Health - Midlands,hospital-based,Marion St,,Columbia,SC,29220,,,https://prismahealth.org/locations/hospitals/baptist-hospital?utm_source=gmb&utm_medium=Yext,34.006278,-81.032125
South Carolina Oncology Associates,stand-alone imaging center,166 Stoneridge Dr,,Columbia,SC,29210,803-461-3698,,https://www.sconcology.net/,34.013683,-81.072468
Lexington Medical Center,hospital-based,222 E Medical Ln,Suite 4,West Columbia,SC,29169,,,https://www.lexingtononcology.com/,34.007978,-81.111844
Sanford Cancer Center,hospital-based,1309 W 17th St,,Sioux Falls,SD,57104,,,https://www.sanfordhealth.org/locations/sanford-cancer-center?yxt_info=healthcare-facility-8a923516-f144-47aa-8262-dd414b430f49&y_source=1_MTA2MTkyMTA,43.53732,-96.743717
Erlanger Medical Center,hospital-based,975 East Third St,,Chattanooga,TN,37403,423-778-5800,,https://www.erlanger.org/,35.0482,-85.290757
Erlanger Hospital,hospital-based,975 East 3rd St,,Chattanooga,TN,37403,423-778-2011,,https://www.erlanger.org/,35.0482,-85.290757
PRIME IMAGING,stand-alone imaging center,1301  mccallie Ave,,Chattanooga,TN,37404,423-602-9111,,https://www.primeimaging.com/chattanooga-outpatient/?utm_source=gmb&utm_medium=organic,35.039277,-85.282028
CHI MEMORIAL HOSPITAL,hospital-based,2525 Desales Ave,,Chattanooga,TN,37404,423-495-4029,,https://www.memorial.org/?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHIMemorial&utm_term=CHIMemorialHospital-Chattanooga&y_source=1_MTQ1MjMyODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,35.042346,-85.259392
VANDERBILT UNIVERSITY MED CTR,hospital-based,1301  Medical Center DRRRB1," RM 1276, PET Center",Nashville,TN,37232,615-322-5000,,https://search.vanderbilthealth.com/locations/vanderbilt-clinic,36.142585,-86.801276
TRISTAR CENTENNIAL MEDICAL CENTER,hospital-based,2300 Patterson St,,Nashville,TN,37203,615-342-3520,,https://tristarhealth.com/locations/tristar-centennial/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,36.153671,-86.810282
Premier Radiology Midtown,hospital-based,300 20th Ave N,,Nashville,TN,37203,,,https://www.premierradiology.com/premier-radiology-tennessee-saint-thomas-midtown/,36.154862,-86.801359
Sumner Regional Medical Center OP Imaging,stand-alone imaging center,225 Big Station Camp Blvd,,Gallatin,TN,37066,615-328-6500,,,36.357267,-86.537035
Cookeville Regional Medical Center,hospital-based,1 Medical Center Blvd,,Cookeville,TN,38501,931-783-2222,,https://www.crmchealth.org/,36.169474,-85.508439
Tennova North Knoxville Medical Center,hospital-based,7540 Dannaher Dr,#300,Powell,TN,37849,,,https://www.tennovanorthknoxville.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,36.053052,-83.995671
North Knoxville Medical Center,hospital-based,7565 Dannaher Dr,,Powell,TN,37849,,,https://www.tennovanorthknoxville.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,36.053549,-83.997718
Thompson Cancer Survival Center,hospital-based,1915 White Ave,,Knoxville,TN,37916,865 331-1678,,https://www.thompsoncancer.com/downtown/,35.956484,-83.936765
UT Medical Center,hospital-based,1926 Alcoa Hwy,,Knoxville,TN,37920,,,https://www.utmedicalcenter.org/,35.934623,-83.948243
PROVISION IMAGING,stand-alone imaging center,1415  Old Weisgarber Rd,Suite 120,Knoxville,TN,37909,865-684-2608,,https://provisionimaging.net/,35.950001,-84.022144
Greeneville Community Hospital,hospital-based,1420 Tusculum Blvd,,Greeneville,TN,37745,,,,36.172819,-82.790661
Holston Valley Medical Center,hospital-based,130 W Ravine Rd,,Kingsport,TN,37660,,,https://www.balladhealth.org/hospitals/holston-valley-medical-center,36.554095,-82.554259
Johnson City Medical Center,hospital-based,400 N State of Franklin Rd,,Johnson City,TN,37604,,,https://www.balladhealth.org/hospitals/johnson-city-medical-center,36.307689,-82.384745
Bristol Regional Medical Center,hospital-based,1 Medical Park Blvd,,Bristol,TN,37620,423 844-1121,,https://www.balladhealth.org/locations/hospitals/bristol-regional,36.585466,-82.256802
University of Texas Medical Branch at Galveston,hospital-based,301 University Blvd,,Galveston,TX,77555,,,,29.31075,-94.775874
Houston Methodist Baytown Hospital,hospital-based,4401 Garth Rd,,Baytown,TX,77521,,,https://www.houstonmethodist.org/locations/baytown/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,29.769157,-94.979603
MD Anderson League City,hospital-based,2280 Gulf Fwy S,,League City,TX,77573,,,https://www.mdanderson.org/about-md-anderson/our-locations/league-city.html,29.480323,-95.098511
UTMB Health League City Campus Hospital & Clinics,stand-alone imaging center,2240 Gulf Fwy S,,League City,TX,77573,,,https://www.utmbhealth.com/locations/hospitals-campuses/league-city-campus/league-city-campus-hospital,29.480934,-95.09908
Texas Oncology-Deke Slayton Cancer Center,hospital-based,501 W. Medical Center Blvd,,Webster,TX,77598,281 332-7505,,,29.539555,-95.127205
PRECISION RADIOTHERAPY CENTER,stand-alone imaging center,11950  Old Galveston Rd,,Houston,TX,77034,713-512-3200,,https://prchouston.com/,29.598248,-95.176966
Millennium Physicians - Kingwood,hospital-based,22710 Professional Dr,Suite 100,Kingwood,TX,77339,,,https://millenniumphysicians.com/,30.048235,-95.256977
Houston Methodist The Woodlands Hospital,hospital-based,17201 I-45 South,,Shenandoah,TX,77385,,,https://www.houstonmethodist.org/locations/the-woodlands/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,30.205811,-95.453517
SAM HOUSTON CANCER CENTER,stand-alone imaging center,112 Medical Park,,Huntsville,TX,77340,936-291-7911,,https://samhoustoncancercenter.com/,30.697199,-95.559816
Texas Oncology-Longview Cancer Center,hospital-based,1300 Fourth St,,Longview,TX,75601,903 757-2122,,,32.511448,-94.729936
Christus Mother Francis Hospital - Imaging,stand-alone imaging center,501 Saunders Ave,,Tyler,TX,75702,945 455-4344,,,32.344569,-95.291692
"Texarkana PET/CT Imaging Institute, LP",hospital-based,1929 Moores Ln,,Texarkana,TX,75503,903 794-1994,,,33.471859,-94.064735
Texas Oncology-Paris,hospital-based,3550 NE Loop,286,Paris,TX,75460,903 785-0031,,,33.601832,-95.624767
Desert Imaging,hospital-based,7812 Gateway Blvd E,#120,El Paso,TX,79915,915-577-0110,,https://dielp.com/,31.757418,-106.355301
Akumin Gateway West,stand-alone imaging center,10501 Gateway Blvd West,Suite 140,El Paso,TX,79925,915 544-7300,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,31.753844,-106.345861
William Beaumont Army Medical Center - Fort Bliss,hospital-based,18511 Highlander Medics St,,Fort Bliss,TX,79918,915-433-5415,,https://william-beaumont.tricare.mil/,31.833328,-106.324719
Midland Memorial Hospital,hospital-based,400 Rosalind Redfern Grover Pkwy,,Midland,TX,79701,,,https://www.midlandhealth.org/main/facilities-and-locations?utm_source=google&utm_medium=Yext,31.996664,-102.100101
Texas Oncology-Abilene,hospital-based,1957 Antilley Rd,,Abilene,TX,79606,325 692-0188,,https://www.texasoncology.com/cancer-centers/abilene/abilene/medical-oncology,32.371903,-99.747219
Texas Oncology-McKinney,hospital-based,5236 W University Dr,Suite 1000,McKinney,TX,75071,972 542-8609,,,33.221079,-96.682357
Rena Tarbet Cancer Center,hospital-based,"4201 Medical Center Dr, Ste 180",,McKinney,TX,75069,9725489690,,,33.161169,-96.634254
PET/CT Imaging of North Texas,hospital-based,5948 W. Parker Road,Suite 200,Plano,TX,75093,469-259-9822,,http://www.petctimagingntx.com/,33.044756,-96.825972
North Texas Cancer Center,hospital-based,5948 W Parker Rd,,Plano,TX,75093,972 378-4114,,https://northdallasurology.com/radiation-oncology/,33.044756,-96.825972
GENESIS CARE - VERITY PET/CT CENTER OF PLANO,stand-alone imaging center,6957  West Plano Pkway,Suite 1300,Plano,TX,75093,469-364-7880,404,https://www.genesiscare.com/us/our-locations/plano-lr9/,33.033271,-96.85026
The Center for Cancer and Blood Disorders,hospital-based,2900 North I 35,Suite 111,Denton,TX,76201,214-379-2774,,https://www.texashealth.org/Locations/texas-health-denton,33.216624,-97.165958
GENESIS CARE NORTHPOINT PET/CT CENTER,stand-alone imaging center,12606 Greenville Ave,,Dallas,TX,75243,469-364-7880,404,https://www.genesiscare.com/us/our-locations/dallas-lr8/,32.918467,-96.741789
PET Imaging of Dallas - Northeast,stand-alone imaging center,1250 Northeast Hwy R,,Garland,TX,75041,,,https://petimaging.us/,32.863698,-96.646587
Wise Health Clinics,stand-alone imaging center,1010 Ben Merritt Dr,,Decatur,TX,76234,,,https://www.wisehealthclinics.com/locations/cancer-center-at-whs-decatur/,33.218118,-97.59499
The Center for Cancer & Blood Disorders - Las Coli,stand-alone imaging center,7415 Las Colinas Blvd,,Irving,TX,75063,214 379-2700,,https://thecentertx.com/locations/las-colinas/,32.908261,-96.954603
Texas Center for Proton Therapy,stand-alone imaging center,1501 W Royal Ln,,Irving,TX,75063,,,https://www.texascenterforprotontherapy.com/,32.899536,-96.968643
Texas Imaging & Infusion Center,stand-alone imaging center,10425 N US 75-Central Expy 1000,,Dallas,TX,75231,,,,32.888544,-96.770703
Texas Oncology-Wichita Falls,hospital-based,5400 Kell W Blvd,,Wichita Falls,TX,76310,,,https://www.texasoncology.com/cancer-centers/wichita-falls/wichita-falls/medical-oncology,33.872965,-98.578927
Texas Oncology-Fort Worth Cancer Center,hospital-based,500 S Henderson St,,Fort Worth,TX,76104,,,,32.739279,-97.338217
Texas Health Harris Methodist Hospital Fort Worth,hospital-based,1301 Pennsylvania Ave,,For Worth,TX,76104,,,,32.738017,-97.339925
"Radiology Associates, LLP",stand-alone imaging center,5742 Spohn Dr,,Corpus Christi,TX,78414,,,https://xraydocs.com/,27.686313,-97.3787
Radiology & Imaging-South Texas,hospital-based,3226 S Alameda St,,Corpus Christi,TX,78404,,,https://radiologyimaging.com/,27.756528,-97.389332
BAPTIST M&S IMAGING CENTER DOWNTOWN,hospital-based,215  E Quincy,Suite 100,San Antonio,TX,78215,210-228-9729,,https://www.baptisthealthsystem.com/locations/detail/baptist-m-s-imaging-center-downtown/?utm_campaign=gmb_listings_mgmt&utm_source=gmb-baptist-ms-imaging-center-downtown&utm_medium=google-local,29.435679,-98.493079
Brooke Army Medical Center,hospital-based,3551 Roger Brooke Dr,,Fort Sam Houston,TX,78234,,,https://bamc.tricare.mil/,29.460657,-98.415806
South Texas Radiology Imaging Center,stand-alone imaging center,12602 Toepperwein,Suite 101,San Antonio,TX,78233,,,https://stric.com/,29.553142,-98.346237
Audie L. Murphy VA Medical Center,hospital-based,7400 Merton Minter,,San Antonio,TX,78229,,,,29.506001,-98.579561
STRIC Northwest Imaging Center,stand-alone imaging center,4383 Medical Dr,#150,San Antonio,TX,78229,,,https://www.stric.com/,29.511747,-98.572188
BAPTIST M&S IMAGING AND PET CENTER,stand-alone imaging center,8435 Wurzbach Rd,,San Antonio,TX,78229,210-228-9729,,https://www.baptisthealthsystem.com/locations/detail/baptist-m-s-imaging-center-medical-center/?utm_campaign=gmb_listings_mgmt&utm_source=gmb-baptist-ms-imaging-center-medical-center&utm_medium=google-local,29.519877,-98.57442
Austin Radiological Association - San Marcos,stand-alone imaging center,"1348 Texas 123 South, 1348 Texas Hwy 123",Suite B,San Marcos,TX,78666,512 392-1831,,https://www.ausrad.com/location/san-marcos/,29.855738,-97.940516
PET Imaging of Sugar Land,stand-alone imaging center,17320 W Grand Pkwy S,Suite A,Sugar Land,TX,77479,,,https://petimaging.us/,29.574241,-95.683393
